Functional Loc.	Description	Order Type	Order	MaintActivType	Description4	Planner group	Main WorkCtr	User status	System status	Priority	Estimated costs	Total act.costs	Total settlemt	TotalPlnndCosts	TotSum (plan)	Total rev. act.	Tot. plan. rev.	TotSum (actual)	ABC indic.	Reference Date	Ref. Element PM/PS	Address number	Reference time	Changed on	Changed by	Available to	Avail. to time	Asset	Subnumber	Available from	Available from30	SystemCondition	Work center	PriorityType	Res./Purc. req.	Subnetwork of	Order category	Plant WkCntr	Assembly	Assembly desc.	Plant section	Acctg Indicator	PO date	PO number	Company Code	City	District	Country	Device data	Sort field	Description50	Equipment	Created on	Entered by	Billing form	Actual release	Actual Finish	Actual finish	Basic fin. date	Sched. finish	Basic fin. time	Finish time	Business Area	Actual start	Bas. start date	Sched. start	ActualStart	Start time	SchedStartTime	Hist.fr.	Planning plant	Costing Sheet	Sales Document	Item	CO Area	Cost Center	Resp. cost cntr	Customer	Leading order	Deletion flag	Long txt exists	Description81	Superior order	Base Unit	Quantity	Room	List name	Object number	Paging status	PGrp Task List	OrderPlanInd.	Group Counter	Group	Postal Code	Profit Center	Priority95	WBS element	WBS ord. header	Notification	Region	Revision	Serial Number	Material	Service product	Service product104	Division	Division - Sales	Location	Street	MaintPlant	Telephone	Sales Office	Sales Group	Sales Org.	Sales Org. - Sales	Superior act.	Distr. Channel	Distr. Channel - Sal	Currency	MaintItem	MaintenancePlan	Plant	Comp	Overhead key	Earlst Allow Fin Dat	Earl Allow Start Dat	Latest Allow Fin Dat	Original Due Date	Object list	Catalog type	Code group	Coding
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030345	SFF	Wellhead Hydraulic Panels	MEC	MM	WCOM	TECO CNF  PRT  MANC MSCP PRC  SETC	3	0.00	0.00	0.00	232.30	232.30	0.00	0.00	0.00		01/13/2015			12:54:13	04/10/2015	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	01/13/2015	12:51:10	09/06/2014	08/28/2018	24:00:00	09:30:00		10/14/2014	09/06/2014	10/14/2014	08:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030345		PPM	1	85	3036033		P9376	Medium			3000204306		10							MDP1		G301									GBP	600032271	MDP10102-90C	GB05	12/06/2014					09/06/2014	"494,711.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030344	SFF	Wellhead Hydraulic Panels	MEC	MM	WCOM	TECO CNF  PRT  CSER MANC MSCP PRC  SETC	3	0.00	78.00	0.00	100.00	100.00	0.00	0.00	78.00		10/27/2014			11:40:41	10/27/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	10/27/2014	11:40:01	09/02/2014	08/28/2018	24:00:00	09:30:00		09/20/2014	09/02/2014	10/14/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030344		PPM	1	84	3036033		P9376	Medium			3000204305		10							MDP1		G301									GBP	600032294	MDP10102-96B	GB05	09/23/2014					09/02/2014	"494,710.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030343	SFF	Wellhead Hydraulic Panels	MEC	MM	WCOM	TECO CNF  PRT  GMPS MANC MSCP PRC  SETC	3	0.00	102.75	0.00	124.75	124.75	0.00	0.00	102.75		10/27/2014			11:40:43	10/27/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	10/27/2014	11:40:01	09/02/2014	08/28/2018	24:00:00	09:30:00		09/20/2014	09/02/2014	10/14/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030343		PPM	1	83	3036033		P9376	Medium			3000204304		10							MDP1		G301									GBP	600032290	MDP10102-95B	GB05	09/23/2014					09/02/2014	"494,709.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030342	SFF	Wellhead Hydraulic Panels	MEC	MM	WCOM	TECO CNF  PRT  MANC MSCP PRC  SETC	3	0.00	78.00	0.00	232.30	232.30	0.00	0.00	78.00		10/27/2014			11:40:41	10/27/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	10/27/2014	11:40:01	09/02/2014	08/28/2018	24:00:00	09:30:00		09/20/2014	09/02/2014	10/14/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030342		PPM	1	82	3036033		P9376	Medium			3000204303		10							MDP1		G301									GBP	600032286	MDP10102-94B	GB05	09/23/2014					09/02/2014	"494,708.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030341	SFF	Wellhead Hydraulic Panels	MEC	MM	WCOM	TECO CNF  PRT  MANC MSCP PRC  SETC	3	0.00	78.00	0.00	232.30	232.30	0.00	0.00	78.00		10/27/2014			11:40:40	10/27/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	10/27/2014	11:40:01	09/02/2014	08/28/2018	24:00:00	09:30:00		09/20/2014	09/02/2014	10/14/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030341		PPM	1	81	3036033		P9376	Medium			3000204302		10							MDP1		G301									GBP	600032282	MDP10102-93B	GB05	09/23/2014					09/02/2014	"494,707.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030340	SFF	Wellhead Hydraulic Panels	MEC	MM	WCOM	TECO CNF  PRT  MANC MSCP PRC  SETC	3	0.00	303.00	0.00	232.30	232.30	0.00	0.00	303.00		10/27/2014			11:40:39	10/27/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	10/27/2014	11:40:01	09/02/2014	08/28/2018	24:00:00	09:30:00		09/20/2014	09/02/2014	10/14/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030340		PPM	1	80	3036033		P9376	Medium			3000204301		10							MDP1		G301									GBP	600032278	MDP10102-92B	GB05	09/23/2014					09/02/2014	"494,706.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030339	SFF	Wellhead Hydraulic Panels	MEC	MM	WCOM	TECO CNF  PRT  MANC MSCP PRC  SETC	3	0.00	197.50	0.00	232.30	232.30	0.00	0.00	197.50		10/27/2014			11:40:34	10/27/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	10/27/2014	11:40:01	09/02/2014	08/28/2018	24:00:00	09:30:00		09/20/2014	09/02/2014	10/14/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030339		PPM	1	79	3036033		P9376	Medium			3000204300		10							MDP1		G301									GBP	600032274	MDP10102-91B	GB05	09/23/2014					09/02/2014	"494,705.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030338	SFF	Wellhead Hydraulic Panels	MEC	MM	WCOM	TECO CNF  PRT  MANC MSCP PRC  SETC	3	0.00	256.00	0.00	232.30	232.30	0.00	0.00	256.00		10/27/2014			11:40:39	10/27/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	10/27/2014	11:40:01	09/02/2014	08/28/2018	24:00:00	09:30:00		09/20/2014	09/02/2014	10/14/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030338		PPM	1	78	3036033		P9376	Medium			3000204299		10							MDP1		G301									GBP	600032270	MDP10102-90B	GB05	09/23/2014					09/02/2014	"494,704.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030337	SFF	Wellhead Hydraulic Panels	MEC	MM	WCOM	TECO CNF  PRT  CSER MANC MSCP PRC  SETC	3	0.00	0.00	0.00	100.00	100.00	0.00	0.00	0.00		10/27/2014			11:40:44	10/27/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	10/27/2014	11:40:01	09/15/2014	08/28/2018	24:00:00	09:30:00		10/14/2014	09/15/2014	10/14/2014	08:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030337		PPM	1	77	3036033		P9376	Medium			3000204298		10							MDP1		G301									GBP	600032293	MDP10102-96A	GB05	09/23/2014					09/15/2014	"494,703.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030336	SFF	"2495E Wellhead Hyd Panels, Z-8301-D"	MEC	MM	WCOM	TECO CNF  PRT  GMPS MANC MSCP PRC  SETC	3	0.00	24.75	0.00	124.75	124.75	0.00	0.00	24.75		10/27/2014			11:40:36	10/27/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	10/27/2014	11:40:01	09/15/2014	08/28/2018	24:00:00	09:30:00		10/14/2014	09/15/2014	10/14/2014	08:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030336		PPM	1	41	3036033		P9376	Medium			3000204297		10							MDP1		G301									GBP	600032289	MDP10102-95A	GB05	09/23/2014					09/15/2014	"494,702.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030335	SFF	"2494E Wellhead Hyd Panels, Z-8301-C"	MEC	MM	WCOM	TECO CNF  PRT  MANC MSCP PRC  SETC	3	0.00	55.00	0.00	100.00	100.00	0.00	0.00	55.00		02/06/2015			10:47:37	04/10/2015	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	02/06/2015	10:46:34	09/15/2014	08/28/2018	24:00:00	09:30:00		09/19/2014	09/15/2014	10/14/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030335		PPM	1	40	3036033		P9376	Medium			3000204296		10							MDP1		G301									GBP	600032285	MDP10102-94A	GB05	01/11/2015					09/15/2014	"494,701.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030334	SFF	"2493E Wellhead Hyd Panels, Z-8301-B"	MEC	MM	WCOM	TECO CNF  PRT  MANC MSCP PRC  SETC	3	0.00	0.00	0.00	232.30	232.30	0.00	0.00	0.00		01/13/2015			12:54:12	04/10/2015	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	01/13/2015	12:51:10	09/15/2014	08/28/2018	24:00:00	09:30:00		10/14/2014	09/15/2014	10/14/2014	08:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030334		PPM	1	39	3036033		P9376	Medium			3000204295		10							MDP1		G301									GBP	600032281	MDP10102-93A	GB05	12/06/2014					09/15/2014	"494,700.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030333	SFF	"2492E Wellhead Hyd Panels, Z-8301-A"	MEC	MM	WCOM	TECO CNF  PRT  MANC MSCP PRC  SETC	3	0.00	0.00	0.00	232.30	232.30	0.00	0.00	0.00		01/13/2015			12:54:11	04/10/2015	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	01/13/2015	12:51:10	09/15/2014	08/28/2018	24:00:00	09:30:00		10/14/2014	09/15/2014	10/14/2014	08:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030333		PPM	1	38	3036033		P9376	Medium			3000204294		10							MDP1		G301									GBP	600032277	MDP10102-92A	GB05	12/06/2014					09/15/2014	"494,699.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81030308	SFF	Wellhead Hydraulic Panels	MEC	MM	WCOM	TECO CNF  PRT  MANC MSCP PRC  SETC	3	0.00	707.00	0.00	232.30	232.30	0.00	0.00	707.00		01/13/2015			12:54:11	04/10/2015	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								07/31/2014	GILLESK1		07/31/2014	01/13/2015	12:50:37	09/15/2014	08/28/2018	24:00:00	09:30:00		09/19/2014	09/15/2014	10/14/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081030308		PPM	1	76	3036033		P9376	Medium			3000204216		10							MDP1		G301									GBP	600032273	MDP10102-91A	GB05	12/06/2014					09/15/2014	"494,670.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81029101	SFC	"0605E Wellhead Hyd Panels, Z-8301-A"	PDN	PN	WCOM ORCR PLAN PASS	TECO CNF  PRT  MANC NMAT PRC  SETC	1	0.00	55.00	0.00	225.00	225.00	0.00	0.00	55.00		02/06/2015			11:09:23	12/10/2015	STITTC		00:00:00				00:00:00			UM	3		30	G300							5703								05/28/2014	IP1020140528		05/29/2014	02/06/2015	11:08:35	12/19/2014	08/28/2018	24:00:00	08:00:00		12/21/2014	12/19/2014	12/19/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081029101		PPM	1	46	3036033		P9376	Very High			3000201743		12							MDP1		G301									GBP	600032244	MDP10102-05A	GB05	12/24/2014					12/19/2014	"489,378.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81029100	SFF	"0304E Wellhead Hyd Panels, Z-8301-D"	PDN	PN	WCOM	TECO CNF  PRT  MANC NMAT PRC  SETC	2	0.00	55.00	0.00	45.00	45.00	0.00	0.00	55.00		02/10/2015			15:47:16	02/10/2015	WBL		00:00:00				00:00:00			UM	3		30	G300							5703								05/28/2014	IP1020140528		05/29/2014	02/10/2015	15:44:57	12/15/2014	08/29/2018	24:00:00	10:10:00		12/18/2014	12/15/2014	12/15/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081029100		PPM	1	45	3036033		P9376	High			3000201742		12							MDP1		G301									GBP	600032241	MDP10102-04A	GB05	12/19/2014					12/15/2014	"489,377.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81029099	SFF	"0304E Wellhead Hyd Panels, Z-8301-D"	PDN	PN	WCOM ORCR	TECO CNF  PRT  MANC NMAT PRC  SETC	2	0.00	0.00	0.00	45.00	45.00	0.00	0.00	0.00		12/10/2014			11:17:49	12/10/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								05/28/2014	IP1020140528		05/29/2014	12/10/2014	11:16:11	09/15/2014	08/29/2018	24:00:00	08:30:00		09/17/2014	09/15/2014	09/17/2014	11:32:00	00:00:00	11:32:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081029099		PPM	1	45	3036033		P9376	High			3000201741		09							MDP1		G301									GBP	600032241	MDP10102-04A	GB05	09/22/2014					09/15/2014	"489,376.000"	D	UPSTREAM	06
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81029098	SFF	"0303E Wellhead Hyd Panels, Z-8301-C"	PDN	PN	WCOM	TECO CNF  PRT  MANC NMAT PRC  SETC	2	0.00	55.00	0.00	45.00	45.00	0.00	0.00	55.00		02/10/2015			15:47:15	02/10/2015	WBL		00:00:00				00:00:00			UM	3		30	G300							5703								05/28/2014	IP1020140528		05/29/2014	02/10/2015	15:44:57	12/15/2014	08/29/2018	24:00:00	10:10:00		12/18/2014	12/15/2014	12/15/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081029098		PPM	1	44	3036033		P9376	High			3000201740		12							MDP1		G301									GBP	600032234	MDP10102-03A	GB05	12/19/2014					12/15/2014	"489,375.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81029097	SFF	"0303E Wellhead Hyd Panels, Z-8301-C"	PDN	PN	WCOM ORCR	TECO CNF  PRT  MANC NMAT PRC  SETC	2	0.00	0.00	0.00	45.00	45.00	0.00	0.00	0.00		12/10/2014			11:17:49	12/10/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								05/28/2014	IP1020140528		05/29/2014	12/10/2014	11:16:11	09/15/2014	08/28/2018	24:00:00	09:30:00		09/16/2014	09/15/2014	09/16/2014	12:00:00	00:00:00	12:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081029097		PPM	1	44	3036033		P9376	High			3000201739		09							MDP1		G301									GBP	600032234	MDP10102-03A	GB05	09/22/2014					09/15/2014	"489,374.000"	D	UPSTREAM	06
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81029096	SFF	"0302E Wellhead Hyd Panels, Z-8301-B"	PDN	PN	WCOM	TECO CNF  PRT  MANC NMAT PRC  SETC	2	0.00	55.00	0.00	45.00	45.00	0.00	0.00	55.00		02/10/2015			15:47:15	02/10/2015	WBL		00:00:00				00:00:00			UM	3		30	G300							5703								05/28/2014	IP1020140528		05/29/2014	02/10/2015	15:44:57	12/15/2014	08/29/2018	24:00:00	10:10:00		12/18/2014	12/15/2014	12/15/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081029096		PPM	1	43	3036033		P9376	High			3000201738		12							MDP1		G301									GBP	600032227	MDP10102-02A	GB05	12/19/2014					12/15/2014	"489,373.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81029095	SFF	"0302E Wellhead Hyd Panels, Z-8301-B"	PDN	PN	WCOM ORCR	TECO CNF  PRT  MANC NMAT PRC  SETC	2	0.00	0.00	0.00	45.00	45.00	0.00	0.00	0.00		12/10/2014			11:17:48	12/10/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								05/28/2014	IP1020140528		05/29/2014	12/10/2014	11:16:11	09/15/2014	08/29/2018	24:00:00	08:30:00		09/16/2014	09/15/2014	09/16/2014	09:11:00	00:00:00	09:11:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081029095		PPM	1	43	3036033		P9376	High			3000201737		09							MDP1		G301									GBP	600032227	MDP10102-02A	GB05	09/22/2014					09/15/2014	"489,372.000"	D	UPSTREAM	06
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81029094	SFF	"0301E Wellhead Hyd Panels, Z-8301-A"	PDN	PN	WCOM	TECO CNF  PRT  MANC NMAT PRC  SETC	2	0.00	55.00	0.00	45.00	45.00	0.00	0.00	55.00		02/10/2015			15:47:16	02/10/2015	WBL		00:00:00				00:00:00			UM	3		30	G300							5703								05/28/2014	IP1020140528		05/29/2014	02/10/2015	15:44:57	12/15/2014	08/28/2018	24:00:00	09:30:00		12/18/2014	12/15/2014	12/15/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081029094		PPM	1	42	3036033		P9376	High			3000201736		12							MDP1		G301									GBP	600032220	MDP10102-01A	GB05	09/22/2014					12/15/2014	"489,371.000"	D	UPSTREAM	06
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81029093	SFF	"0301E Wellhead Hyd Panels, Z-8301-A"	PDN	PN	WCOM ORCR	TECO CNF  PRT  MANC NMAT PRC  SETC	2	0.00	0.00	0.00	45.00	45.00	0.00	0.00	0.00		12/10/2014			11:17:48	12/10/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								05/28/2014	IP1020140528		05/29/2014	12/10/2014	11:16:11	09/15/2014	08/29/2018	24:00:00	08:30:00		09/16/2014	09/15/2014	09/16/2014	08:39:00	00:00:00	08:39:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081029093		PPM	1	42	3036033		P9376	High			3000201735		09							MDP1		G301									GBP	600032220	MDP10102-01A	GB05	09/22/2014					09/15/2014	"489,370.000"	D	UPSTREAM	06
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81025380	SFC	"0605E Wellhead Hyd Panels, Z-8301-A"	PDN	PN	WCOM ORCR PASS	TECO CNF  PRT  MANC NMAT NTUP PRC  SETC	1	0.00	110.00	0.00	225.00	225.00	0.00	0.00	110.00		12/10/2014			11:17:51	12/10/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								05/18/2014	IP1020140518		05/23/2014	12/10/2014	11:15:04	06/19/2014	06/19/2014	24:00:00	13:00:54		06/07/2014	06/19/2014	06/19/2014	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081025380		PPM	1	46	3036033		P9376	Very High			3000197787		06							MDP1		G301									GBP	600032244	MDP10102-05A	GB05	06/09/2014					06/19/2014	"484,577.000"	D	UPSTREAM	02
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81025159	SFF	"03 Wellhead Hydraulic Panels, Z-8301-C"	INS	IN	WCOM	TECO CNF  MANC NMAT PRC  SETC	2	0.00	540.00	0.00	"1,125.00"	"1,125.00"	0.00	0.00	540.00		12/10/2014			11:26:08	12/10/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								05/11/2014	IP1020140511		05/23/2014	12/10/2014	11:25:07	06/15/2014	08/27/2018	24:00:00	13:00:00		08/22/2014	06/15/2014	08/13/2014	00:00:00	00:00:00	10:07:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081025159		PPM	1	69	3036033		P9376	High			3000197453		08							MDP1		G301									GBP	600032236	MDP10102-03A	GB05	08/24/2014					06/15/2014	"483,817.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81025158	EXM	"03 Wellhead Hydraulic Panels, Z-8301-C"	INS	IN	WCOM	TECO CNF  PRT  MANC NMAT PRC  SETC	1	0.00	292.50	0.00	315.00	315.00	0.00	0.00	292.50		12/10/2014			11:26:10	12/10/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								05/11/2014	IP1020140511		05/23/2014	12/10/2014	11:25:02	06/15/2014	08/28/2018	24:00:00	09:30:00		08/21/2014	06/15/2014	10/26/2014	00:00:00	00:00:00	12:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081025158		PPM	1	73	3036033		P9376	Very High			3000197452		10							MDP1		G301									GBP	600032235	MDP10102-03A	GB05	10/10/2014					06/15/2014	"483,816.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81025157	SFF	"0303E Wellhead Hyd Panels, Z-8301-C"	PDN	PN	WCOM	TECO CNF  PRT  MANC NMAT PRC  SETC	2	0.00	0.00	0.00	45.00	45.00	0.00	0.00	0.00		12/10/2014			11:26:11	12/10/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								05/11/2014	IP1020140511		05/23/2014	12/10/2014	11:25:13	06/15/2014	08/28/2018	24:00:00	08:00:00		06/15/2014	06/15/2014	06/15/2014	08:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081025157		PPM	1	44	3036033		P9376	High			3000197451		06							MDP1		G301									GBP	600032234	MDP10102-03A	GB05	06/13/2014					06/15/2014	"483,815.000"	D	UPSTREAM	02
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81025156	SFF	"03E Wellhead Hyd Panels, Z-8301-C"	MEC	MM	WCOM	TECO CNF  PRT  GMPS MANC PRC  SETC	2	0.00	566.66	0.00	988.84	988.84	0.00	0.00	566.66		02/10/2015			15:47:17	04/10/2015	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								05/11/2014	IP1020140511		05/23/2014	02/10/2015	15:44:46	06/15/2014	08/28/2018	24:00:00	14:10:00		09/24/2014	06/15/2014	10/05/2014	00:00:00	00:00:00	11:53:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081025156		PPM	1	20	3036033		P9376	High			3000197450		12							MDP1		G301									GBP	600032233	MDP10102-03A	GB05	01/20/2015					06/15/2014	"483,814.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81025155	SFC	"03E Wellhead Hyd Panels, Z-8301-C"	INS	IN	WCOM PASS	TECO CNF  PRT  MANC NMAT PRC  SETC	1	0.00	640.50	0.00	450.00	450.00	0.00	0.00	640.50		12/10/2014			11:19:23	12/10/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								05/11/2014	IP1020140511		05/23/2014	12/10/2014	11:18:56	06/15/2014	08/28/2018	24:00:00	11:00:00		07/20/2014	06/15/2014	06/15/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081025155		PPM	1	12	3036033		P9376	Very High			3000197449		09							MDP1		G301									GBP	600032232	MDP10102-03A	GB05	09/06/2014					06/15/2014	"483,813.000"	D	UPSTREAM	02
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81025154	SFF	"1203 Wellhead Hyd Panels, Z-8301-C"	ELE	EL	WCOM	TECO CNF  PRT  MANC NMAT PRC  SETC	2	0.00	300.00	0.00	500.00	500.00	0.00	0.00	300.00		12/10/2014			11:26:10	12/10/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								05/11/2014	IP1020140511		05/23/2014	12/10/2014	11:25:02	06/15/2014	08/28/2018	24:00:00	12:30:00		08/04/2014	06/15/2014	08/20/2014	00:00:00	00:00:00	12:10:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081025154		PPM	1	65	3036033		P9376	High			3000197448		08							MDP1		G301									GBP	600032231	MDP10102-03A	GB05	08/04/2014					06/15/2014	"483,812.000"			
EIS-MDP1-0102	Wellhead Hydraulic Panels	UM01	81025153	EXM	"03E Wellhead Hyd Panels, Z-8301-C"	ELE	EL	WCOM	TECO CNF  PRT  MANC NMAT PRC  SETC	1	0.00	150.00	0.00	200.00	200.00	0.00	0.00	150.00		12/10/2014			11:26:09	12/10/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703								05/11/2014	IP1020140511		05/23/2014	12/10/2014	11:25:02	06/15/2014	08/28/2018	24:00:00	09:30:00		08/05/2014	06/15/2014	08/19/2014	00:00:00	00:00:00	12:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081025153		PPM	1	4	3036033		P9376	Very High			3000197447		08							MDP1		G301									GBP	600032230	MDP10102-03A	GB05	08/05/2014					06/15/2014	"483,811.000"			
