Functional Loc.	Description	Order Type	Order	MaintActivType	Description4	Planner group	Main WorkCtr	User status	System status	Priority	Estimated costs	Total act.costs	Total settlemt	TotalPlnndCosts	TotSum (plan)	Total rev. act.	Tot. plan. rev.	TotSum (actual)	ABC indic.	Reference Date	Ref. Element PM/PS	Address number	Reference time	Changed on	Changed by	Available to	Avail. to time	Asset	Subnumber	Available from	Available from30	SystemCondition	Work center	PriorityType	Res./Purc. req.	Subnetwork of	Order category	Plant WkCntr	Assembly	Assembly desc.	Plant section	Acctg Indicator	PO date	PO number	Company Code	City	District	Country	Device data	Sort field	Description50	Equipment	Created on	Entered by	Billing form	Actual release	Actual Finish	Actual finish	Basic fin. date	Sched. finish	Basic fin. time	Finish time	Business Area	Actual start	Bas. start date	Sched. start	ActualStart	Start time	SchedStartTime	Hist.fr.	Planning plant	Costing Sheet	Sales Document	Item	CO Area	Cost Center	Resp. cost cntr	Customer	Leading order	Deletion flag	Long txt exists	Description81	Superior order	Base Unit	Quantity	Room	List name	Object number	Paging status	PGrp Task List	OrderPlanInd.	Group Counter	Group	Postal Code	Profit Center	Priority95	WBS element	WBS ord. header	Notification	Region	Revision	Serial Number	Material	Service product	Service product104	Division	Division - Sales	Location	Street	MaintPlant	Telephone	Sales Office	Sales Group	Sales Org.	Sales Org. - Sales	Superior act.	Distr. Channel	Distr. Channel - Sal	Currency	MaintItem	MaintenancePlan	Plant	Comp	Overhead key	Earlst Allow Fin Dat	Earl Allow Start Dat	Latest Allow Fin Dat	Original Due Date	Object list	Catalog type	Code group	Coding
EIS-MDP1	Drilling Platform 1	UM02	86020204	COR	(SBT) PI831383	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/09/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/09/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020204							P9376	Priority 7			1000089807									MDP1		G301									GBP			GB05			03/10/2016	03/10/2016	03/05/2017	03/05/2017	"598,171.000"	D	UPCODE1	02
EIS-MDP1	Drilling Platform 1	UM02	86020203	COR	(SBT) XZV53734	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/09/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/09/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020203							P9376	Priority 6			1000089809									MDP1		G301									GBP			GB05			03/10/2016	03/10/2016	09/06/2016	09/06/2016	"598,170.000"	D	UPCODE1	02
EIS-MDP1	Drilling Platform 1	UM02	86020145	COR	(SBT) XZY-831295	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/07/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020145							P9376	Priority 6			1000089631									MDP1		G301									GBP			GB05			03/06/2016	03/06/2016	09/02/2016	09/02/2016	"598,119.000"	D	UPCODE1	02
EIS-MDP1	Drilling Platform 1	UM02	86020144	COR	(SBT) XZY-43720	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/07/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020144							P9376	Priority 6			1000089630									MDP1		G301									GBP			GB05			03/06/2016	03/06/2016	09/02/2016	09/02/2016	"598,118.000"	D	UPCODE1	02
EIS-MDP1	Drilling Platform 1	UM02	86020143	COR	(SBT) XZY-831319	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/07/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020143							P9376	Priority 7			1000089629									MDP1		G301									GBP			GB05			03/06/2016	03/06/2016	03/01/2017	03/01/2017	"598,117.000"	D	UPCODE1	02
EIS-MDP1	Drilling Platform 1	UM02	86020142	COR	(SBT) ASP-831385	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/07/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020142							P9376	Priority 7			1000089627									MDP1		G301									GBP			GB05			03/06/2016	03/06/2016	03/01/2017	03/01/2017	"598,116.000"	D	UPCODE1	02
EIS-MDP1	Drilling Platform 1	UM02	86020141	COR	(SBT) XZY-831317	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/07/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020141							P9376	Priority 7			1000089624									MDP1		G301									GBP			GB05			03/06/2016	03/06/2016	03/01/2017	03/01/2017	"598,115.000"	D	UPCODE1	02
EIS-MDP1	Drilling Platform 1	UM02	86020140	COR	(SBT) XY-83257-1/2	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/07/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020140							P9376	Priority 6			1000089620									MDP1		G301									GBP			GB05			03/06/2016	03/06/2016	09/02/2016	09/02/2016	"598,114.000"	D	UPCODE1	02
EIS-MDP1	Drilling Platform 1	UM02	86020136	COR	(SBT) XY-83407-1&2	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/07/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020136							P9376	Priority 7			1000089596									MDP1		G301									GBP			GB05			03/06/2016	03/06/2016	03/01/2017	03/01/2017	"598,110.000"	D	UPCODE1	02
EIS-MDP1	Drilling Platform 1	UM02	86019168	COR	Install DP1 Laydown Area Deck Signs	COA	PT	EXEC PLAN	REL  CSER NMAT PRC  SETC	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		02/16/2017			23:59:59	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UN	3		30	G300							5703								11/14/2016	WALKEA68		11/14/2016		00:00:00	02/19/2017	02/19/2017	24:00:00	07:05:25			02/16/2017	02/16/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000086019168							P9376	Priority 5			1000097758									MDP1		G301									GBP			GB05			11/14/2016	11/14/2016	01/13/2017	01/13/2017	"590,143.000"	D	UPCODE1	02
EIS-MDP1	Drilling Platform 1	UM02	86017213	RPR	DP1 WIND SOCK LIGHT LAMP REPLACEMENT	ELE	RA	WCOM PASS	REL  PCNF PRT  DSEX NMAT PRC  SETC	7	0.00	196.00	0.00	144.00	144.00	0.00	0.00	196.00		07/21/2016			15:48:00	06/10/2016	EPM_CPIC		00:00:00				00:00:00			UN	3		30	GB05							5703								06/07/2016	WATSOG15		06/07/2016		00:00:00	07/21/2016	07/21/2016	17:00:00	17:00:00		06/10/2016	07/21/2016	07/21/2016	00:00:00	15:48:00	15:48:57		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C013								0.000	MSF		OR000086017213							P9376	Priority 7			1000087667									MDP1		G301									GBP			GB05	06/10/2016		01/23/2016	01/23/2016	01/17/2017	01/17/2017	"573,530.000"	D	UPCODE1	03
EIS-MDP1	Drilling Platform 1	UM02	86015799	RPR	FW PSV isolation valve 4557	MEC	MM	EXEC PLAN	REL  PRT  NMAT PRC  SETC	4	0.00	0.00	0.00	208.00	208.00	0.00	0.00	0.00		11/24/2016			23:59:59	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UN	3		30	G300							5703								02/10/2016	WILLIT11		02/10/2016		00:00:00	11/24/2016	11/24/2016	24:00:00	07:00:00			11/24/2016	11/24/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000086015799							P9376	Priority 4			1000088414		B5							MDP1		G301									GBP			GB05			02/09/2016	02/09/2016	08/07/2016	08/07/2016	"558,579.000"			
EIS-MDP1	Drilling Platform 1	UM02	86003828	COR	Recal Bains test equipment	INS	IN	WCOM MERR	TECO PRT  GMPS PRC  SETC	2	0.00	"3,303.25"	0.00	0.00	0.00	0.00	0.00	"3,303.25"		11/26/2015			09:09:57	11/26/2015	WILLA112		00:00:00				00:00:00			UM	3		30	G300							5703					6038486/			11/03/2013	FF_SCC_EM_01		01/11/2014		00:00:00		06/12/2014	24:00:00	11:12:00			09/18/2013	06/11/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G007	CE5703G006				E				0.000	MSF		OR000086003828							P9376	High			1000061308		10							MDP1		G301									GBP			GB05	11/26/2015		09/18/2013	09/18/2013	09/18/2013	09/18/2013	"457,217.000"	D		
EIS-MDP1	Drilling Platform 1	UM02	86003060	GEN	Removal of insualtion for CUI inspection	QAC	LA	WCOM	CRTD NMAT PRC	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		11/07/2012			23:59:59	03/23/2015	FOTHERIJ		00:00:00				00:00:00			UM	2		30	G300							5703					6036059/			11/03/2013	FF_SCC_EM_01				00:00:00		11/06/2013	24:00:00	14:18:30			11/07/2012	11/03/2013	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G007	CE5703G006				E				0.000	MSF		OR000086003060							P9376	Medium			1000060548									MDP1		G301									GBP			GB05	03/23/2015					11/07/2012	"456,449.000"	D		
EIS-MDP1	Drilling Platform 1	UM02	86002534	GEN	tote tank level gauge	TRD	PT	WCOM	REL  PCNF NMAT PRC  SETC	1	0.00	136.00	0.00	0.00	0.00	0.00	0.00	136.00		07/18/2011			23:59:59	06/11/2015	WILLIT11		00:00:00				00:00:00			UM	3		30	G300							5703					6031240/			11/03/2013	FF_SCC_EM_01		05/21/2014		00:00:00	08/16/2011	11/03/2013	24:00:00	07:00:00		05/06/2014	07/18/2011	11/03/2013	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G007	CE5703G006				E				0.000	MSF		OR000086002534							P9376	Very High			1000060027									MDP1		G301									GBP			GB05	06/11/2015					07/18/2011	"455,923.000"	D		
EIS-MDP1	Drilling Platform 1	UM01	81045244	INS	For Inspection of Radiation Source DP1	INS	IN	WCOM	CRTD NMAT PRC	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		07/14/2015			23:59:59	07/18/2016	SNEDDONW		00:00:00				00:00:00			UM	2		30	GB05							5703								06/30/2015	EATONP3				00:00:00	07/22/2015	07/14/2015	24:00:00	08:00:00			07/14/2015	07/14/2015	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000081045244			1				P9376	High			1000081147									MDP1		G301									GBP			GB05	07/18/2016		06/14/2015	06/14/2015	07/14/2015	07/14/2015	"532,937.000"			
EIS-MDP1	Drilling Platform 1	UM01	81019964	INS	Area inspections of DP1	QAC	QA	WCOM OSUP	REL  PCNF MANC NMAT PRC  SETC	2	0.00	"22,037.00"	0.00	"4,800.00"	"4,800.00"	0.00	0.00	"22,037.00"		06/05/2016			23:59:59	05/29/2016	EPM_CPIC		00:00:00				00:00:00			UM	3		30	GB05							5703								01/20/2014	LAFFERD1		01/22/2014		00:00:00	06/05/2016	06/05/2016	24:00:00	08:00:00		11/06/2014	06/05/2016	06/05/2016	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C123				E				0.000	MSF		OR000081019964			1				P9376	High			1000064007		04							MDP1		G301									GBP			GB05	05/29/2016		04/03/2014	04/03/2014	04/03/2014	04/03/2014	"469,223.000"	D	UPSTREAM	22
EIS-MDP1-01	Process Gas	UM02	86018867	PRJ	ECF-4428 as built drawing update	INS	IN	WCOM PLAN	REL  NMAT PRC  SETC	5	0.00	0.00	0.00	300.00	300.00	0.00	0.00	0.00		11/20/2016			23:59:59	12/01/2016	EPM_CPIC		00:00:00				00:00:00			UN	3		30	GB05							5703								10/22/2016	WALKEA68		11/09/2016		00:00:00	11/20/2016	11/20/2016	24:00:00	12:45:00			11/20/2016	11/20/2016	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000086018867							P9376	Priority 5			1000096795									MDP1		G301									GBP			GB05	12/01/2016		10/18/2016	10/18/2016	12/17/2016	12/17/2016	"587,525.000"	D	UPCODE1	02
EIS-MDP1-01	Process Gas	UM02	86002671	INS	$scaffolding for radiography	TRD	SC	WCOM	TECO CNF  NMAT PRC  SETC	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		01/13/2015			12:52:14	01/13/2015	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703					6032917/			11/03/2013	FF_SCC_EM_01		12/10/2014	01/13/2015	12:51:19		11/03/2013	24:00:00	07:00:00		11/03/2013	12/12/2011	11/03/2013	07:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G007	CE5703G006				E				0.000	MSF		OR000086002671							P9376	Very High			1000060162									MDP1		G301									GBP			GB05	11/01/2014					12/12/2011	"456,060.000"	D		
EIS-MDP1-0100	"Process Gas, General"	UM02	86020157	COR	(SBT) XZY-834334	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/08/2017	SNEDDONW		00:00:00				00:00:00			UN	2		30	G300							5703								01/08/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020157							P9376	Priority 7			1000089626									MDP1		G301									GBP			GB05			03/06/2016	03/06/2016	03/01/2017	03/01/2017	"598,131.000"	D	UPCODE1	02
EIS-MDP1-0100	"Process Gas, General"	UM02	86020148	COR	(SBT) XZY-42716	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/07/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020148							P9376	Priority 6			1000089551									MDP1		G301									GBP			GB05			03/05/2016	03/05/2016	09/01/2016	09/01/2016	"598,122.000"	D	UPCODE1	02
EIS-MDP1-0100	"Process Gas, General"	UM02	86020147	COR	(SBT) E-42712	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/07/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020147							P9376	Priority 6			1000089550									MDP1		G301									GBP			GB05			03/05/2016	03/05/2016	09/01/2016	09/01/2016	"598,121.000"	D	UPCODE1	02
EIS-MDP1-0100	"Process Gas, General"	UM02	86020146	COR	(SBT) E-42701	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/07/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020146							P9376	Priority 6			1000089539									MDP1		G301									GBP			GB05			03/05/2016	03/05/2016	09/01/2016	09/01/2016	"598,120.000"	D	UPCODE1	02
EIS-MDP1-0100	"Process Gas, General"	UM02	86020139	COR	(SBT) XY-83457-1&2	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/07/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020139							P9376	Priority 6			1000089615									MDP1		G301									GBP			GB05			03/06/2016	03/06/2016	09/02/2016	09/02/2016	"598,113.000"	D	UPCODE1	02
EIS-MDP1-0100	"Process Gas, General"	UM02	86020016	RPR	XZY-43721 (SBT)	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/06/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020016							P9376	Priority 7			1000089553									MDP1		G301									GBP			GB05			03/05/2016	03/05/2016	02/28/2017	02/28/2017	"597,682.000"	D	UPCODE1	02
EIS-MDP1-0100	"Process Gas, General"	UM02	86020015	RPR	(SBT) 0.75-NG-42007	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/06/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020015							P9376	Priority 6			1000089552									MDP1		G301									GBP			GB05			03/05/2016	03/05/2016	09/01/2016	09/01/2016	"597,681.000"	D	UPCODE1	02
EIS-MDP1-0100	"Process Gas, General"	UM02	86020013	COR	(SBT) PT 42756	TRD	PI	RPEN PLAN	CRTD CSER NMAT PRC	6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		03/01/2017			23:59:59	01/07/2017	WALKEA68		00:00:00				00:00:00			UN	2		30	G300							5703								01/06/2017	WALKEA68				00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00			03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C138								0.000	MSF		OR000086020013							P9376	Priority 6			1000089536									MDP1		G301									GBP			GB05			03/05/2016	03/05/2016	09/01/2016	09/01/2016	"597,679.000"	D	UPCODE1	02
EIS-MDP1-0100	"Process Gas, General"	UM02	86019220	RPR	(SBT) SP-3251	INS	IN	WCOM PLAN	REL  NMAT PRC  SETC	6	0.00	0.00	0.00	"1,200.00"	"1,200.00"	0.00	0.00	0.00		12/18/2016			10:28:00	11/25/2016	EPM_CPIC		00:00:00				00:00:00			UN	3		30	G300							5703								11/21/2016	WILLIT11		11/21/2016		00:00:00	12/20/2016	12/20/2016	10:28:00	10:28:00			12/18/2016	12/18/2016	00:00:00	10:28:00	10:28:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000086019220							P9376	Priority 6			1000089625									MDP1		G301									GBP			GB05	11/25/2016		03/06/2016	03/06/2016	09/02/2016	09/02/2016	"591,012.000"	D	UPCODE1	02
EIS-MDP1-0100	"Process Gas, General"	UM02	86017254	RPR	(SBT) FT-42710	TRD	PI	SFTA PLAN	REL  PCNF PRT  CSER NMAT PRC  SETC	6	0.00	460.00	0.00	0.00	0.00	0.00	0.00	460.00		03/01/2017			23:59:59	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UN	3		30	G300							5703								06/10/2016	WATSOG15		06/15/2016		00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00		06/10/2016	03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000086017254							P9376	Priority 6			1000089538		B5							MDP1		G301									GBP			GB05			03/05/2016	03/05/2016	09/01/2016	09/01/2016	"573,757.000"	D	UPCODE1	02
EIS-MDP1-0100	"Process Gas, General"	UM02	86016683	COR	(SBT) PT-83237	TRD	PI	EXEC PLAN	REL  PCNF PRT  CSER NMAT PRC  SETC	6	0.00	"1,450.00"	0.00	0.00	0.00	0.00	0.00	"1,450.00"		03/01/2017			23:59:59	01/17/2017	EPM_CPIC		00:00:00				00:00:00			UN	3		30	G300							5703								04/27/2016	SNEDDONW		04/27/2016		00:00:00	03/01/2017	03/01/2017	24:00:00	07:00:00		04/27/2016	03/01/2017	03/01/2017	00:00:00	00:00:00	07:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006								0.000	MSF		OR000086016683							P9376	Priority 6			1000089633		B5							MDP1		G301									GBP			GB05			03/06/2016	03/06/2016	09/02/2016	09/02/2016	"567,608.000"	D	UPCODE1	02
EIS-MDP1-0100	"Process Gas, General"	UM02	86014848	MOD	R4 SAP Change Deployment Test - Jo 21/11	ELE	EL	WCOM SAFC DFRD	CLSD NMAT PRC  SETC	4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		11/23/2015			14:56:31	11/23/2015	MCCAMLEYJ		00:00:00				00:00:00			UN	3		30	GB05							5703								11/21/2015	MCCAMLEYJ		11/21/2015		00:00:00	12/25/2015	12/25/2015	17:00:00	17:00:00			12/25/2015	12/25/2015	00:00:00	17:00:00	17:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000086014848							P9376	Priority 4			1000085325									MDP1		G301									GBP			GB05	11/21/2015		11/21/2015	11/21/2015	01/01/2016	12/21/2015	"547,460.000"			
EIS-MDP1-0100	"Process Gas, General"	UM02	86011147	REP	DP1 Split Nut Replacement	TRD	VN	WCOM ORNP	TECO NMAT PRC  SETC	1	0.00	0.00	0.00	1.20	1.20	0.00	0.00	0.00		11/20/2015			13:26:47	11/20/2015	WILLA112		00:00:00				00:00:00			UM	3		30	GB05							5703								03/09/2015	FOTHERIJ		05/06/2015		00:00:00	09/24/2015	09/19/2015	00:00:00	10:25:00			09/04/2015	09/16/2015	00:00:00	00:00:00	09:25:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703G006				E				0.000	MSF		OR000086011147							P9376	Very High					B5							MDP1		G301									GBP			GB05	09/13/2015		09/07/2015	09/07/2015	09/07/2015	09/07/2015	0.000			
EIS-MDP1-0100	"Process Gas, General"	UM02	86004855	INS	Stainless Steel nut survey - DP1	QAC	QA	WCOM	TECO CNF  NMAT PRC  SETC	1	0.00	"2,525.00"	0.00	"4,410.00"	"4,410.00"	0.00	0.00	"2,525.00"		07/11/2014			12:57:35	07/11/2014	COUPERA		00:00:00				00:00:00			UM	3		30	GB05							5703								12/19/2013	FOTHERIJ		01/23/2014	07/11/2014	12:56:31	01/16/2014	01/07/2014	24:00:00	16:17:22		01/13/2014	01/02/2014	01/02/2014	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G072	CE5703C123				E				0.000	MSF		OR000086004855							P9376	Very High			2000168679									MDP1		G301									GBP			GB05	02/01/2014					01/02/2014	"464,943.000"	D	UPSTREAM	22
EIS-MDP1-0100	"Process Gas, General"	UM02	86004114	CAL	Carry out survey of wellhead pressure TX	INS	IN	WCOM	TECO CNF  NMAT PRC  SETC	1	0.00	900.00	0.00	540.00	540.00	0.00	0.00	900.00		06/20/2014			13:28:58	06/20/2014	COUPERA		00:00:00				00:00:00			UM	3		30	GB05							5703								11/05/2013	ARDENJ		11/05/2013	06/20/2014	13:22:51	01/24/2014	12/04/2013	24:00:00	13:12:38		11/05/2013	12/03/2013	12/03/2013	00:00:00	00:00:00	08:00:00		GB05	PP-PC1		000000	CENT	CE5703G007	CE5703G006				E				0.000	MSF		OR000086004114							P9376	Very High			2000167943									MDP1		G301									GBP			GB05	11/05/2013					12/03/2013	"457,902.000"	D	UPSTREAM	05
EIS-MDP1-0100	"Process Gas, General"	UM02	86003845	CAL	A3 Press TX 01PI83206 reading high	INS	IN	WCOM ORNP	TECO CNF  PRT  NMAT PRC  SETC	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		12/10/2014			11:17:53	12/10/2014	COUPERA		00:00:00				00:00:00			UM	3		30	G300							5703					6038522/			11/03/2013	FF_SCC_EM_01		11/03/2013	12/10/2014	11:16:11		08/08/2014	24:00:00	10:50:00		08/08/2014	09/21/2013	08/08/2014	08:50:00	00:00:00	08:50:00		GB05	PP-PC1		000000	CENT	CE5703G007	CE5703G006				E				0.000	MSF		OR000086003845							P9376	Very High			1000061325		07							MDP1		G301									GBP			GB05	08/09/2014					09/21/2013	"457,234.000"	D		
